country_code,country_name,region,income_level,capital_city,longitude,latitude,is_fragile_or_conflict,gdp_growth_pct,gdp_growth_pct_year,gdp_per_capita_usd,gdp_per_capita_usd_year,population,population_year,pop_growth_pct,pop_growth_pct_year,urban_pop_pct,urban_pop_pct_year,internet_users_pct,internet_users_pct_year,mobile_subs_per100,mobile_subs_per100_year,life_expectancy,life_expectancy_year,inflation_pct,inflation_pct_year,unemployment_pct,unemployment_pct_year,self_employed_pct,self_employed_pct_year,agriculture_pct_gdp,agriculture_pct_gdp_year,poverty_headcount_pct,poverty_headcount_pct_year,business_reg_rating,business_reg_rating_year
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Valletta,14.5189,35.9042,False,3.96156139018959,2025.0,47906.9000057635,2025.0,579704,2025,1.8906123268828,2025,95.6805856649593,2025,93.86029816,2025.0,,,82.9560975609756,2024,2.36351752252186,2025.0,2.896,2025.0,13.9024514205364,2025.0,0.469133994108361,2025.0,0.4,2025.0,,
MMR,Myanmar,East Asia & Pacific,Lower middle income,Naypyidaw,95.9562,21.914,True,-2.01184475795665,2025.0,1488.87527836542,2025.0,54850648,2025,0.641162929716532,2025,30.5836915476767,2025,45.4477005,2025.0,,,67.095,2024,,,3.047,2025.0,65.4728059854924,2025.0,25.3,2025.0,10.3,2023.0,2.5,2025.0
MNE,Montenegro,Europe & Central Asia,Upper middle income,Podgorica,19.2595,42.4602,False,2.74455354258522,2025.0,14816.8380299947,2025.0,623129,2025,-0.0635300593940256,2025,65.6085083521036,2025,88.88258428,2025.0,,,77.890243902439,2024,3.89960910704956,2025.0,13.572,2025.0,17.3551433104503,2025.0,3.3668899806023,2025.0,2.5,2025.0,,
MNG,Mongolia,East Asia & Pacific,Upper middle income,Ulaanbaatar,106.937,47.9129,False,6.84391415938607,2025.0,7108.22743246244,2025.0,3568978,2025,1.24589876857071,2025,71.1450719126123,2025,85.12349701,2025.0,,,72.3980487804878,2024,8.60536487369695,2025.0,5.233,2025.0,41.1780172388467,2025.0,8.93883278645661,2025.0,0.4,2025.0,3.5,2025.0
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Saipan,145.765,15.1935,False,,,,,43541,2025,-1.67849167730668,2025,92.1765383642716,2025,,,,,78.947,2024,,,,,,,,,,,,
MOZ,Mozambique,Sub-Saharan Africa ,Low income,Maputo,32.5713,-25.9664,True,-0.523485382072337,2025.0,626.914419215727,2025.0,35631653,2025,2.84630186701375,2025,37.2077944927189,2025,20.52729988,2025.0,,,63.797,2024,4.3684695014615,2025.0,6.628,2025.0,85.3095291998936,2025.0,25.570048653436,2025.0,81.4,2025.0,3.0,2025.0
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,Nouakchott,-15.9824,18.2367,False,4.02891976567948,2025.0,2197.51046251309,2025.0,5315065,2025,2.77895808619534,2025,61.4888190537696,2025,45.77939987,2025.0,,,68.713,2024,1.54796926167072,2025.0,10.319,2025.0,57.4481652424909,2025.0,19.9526937998331,2025.0,10.2,2025.0,3.5,2025.0
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,Port Louis,57.4977,-20.1605,False,3.15157395305867,2025.0,12991.2935987166,2025.0,1243741,2025,-0.163726377394902,2025,39.0369663368524,2025,73.30793533,2025.0,,,73.7890243902439,2024,3.67359279962943,2025.0,5.635,2025.0,17.7888396651599,2025.0,4.61632647569328,2025.0,0.5,2023.0,,
MWI,Malawi,Sub-Saharan Africa ,Low income,Lilongwe,33.7703,-13.9899,False,1.88518707821663,2025.0,671.506847203876,2025.0,22216120,2025,2.55685698114353,2025,17.5949868386317,2025,18.96159935,2025.0,,,67.561,2024,28.3702565330281,2025.0,5.072,2025.0,61.258530925467,2025.0,30.0312624526817,2025.0,75.4,2025.0,3.0,2025.0
MYS,Malaysia,East Asia & Pacific,Upper middle income,Kuala Lumpur,101.684,3.12433,False,5.17127082911057,2025.0,13124.5554178269,2025.0,35977838,2025,1.17471679693395,2025,77.3948812296229,2025,98.0206059,2025.0,,,76.821,2024,1.38060872293692,2025.0,3.764,2025.0,25.3702061435169,2025.0,8.2158916957078,2025.0,0.0,2025.0,,
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,Windhoek,17.0931,-22.5648,False,1.73018153842335,2025.0,4875.92558158247,2025.0,3092816,2025,2.04761498541566,2025,50.8666984399326,2025,64.87460327,2025.0,,,67.516,2024,3.51074539609587,2025.0,19.291,2025.0,36.5403610216946,2025.0,6.98913188447704,2025.0,22.9,2021.0,,
NCL,New Caledonia,East Asia & Pacific,High income,Noum'ea,166.464,-22.2677,False,,,,,295333,2025,0.916376579929707,2025,68.1717888335577,2025,82.0058408035186,2023.0,,,78.921,2024,,,11.174,2025.0,17.1427103667934,2025.0,,,,,,
NER,Niger,Sub-Saharan Africa ,Low income,Niamey,2.1073,13.514,True,7.00782960149,2025.0,775.353622143879,2025.0,27917831,2025,3.22289981385576,2025,18.3740697195469,2025,15.55760002,2025.0,,,61.433,2024,-4.45470804102568,2025.0,0.394,2025.0,89.477863328309,2025.0,47.5890198987744,2025.0,60.5,2025.0,3.5,2025.0
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Abuja,7.48906,9.05804,True,4.01336180700973,2025.0,1224.25410237743,2025.0,237527782,2025,2.06227178599451,2025,63.7754180467872,2025,41.21139908,2025.0,,,54.635,2024,23.0101235833333,2025.0,3.064,2025.0,86.1520490321675,2025.0,22.9790557916205,2025.0,41.8,2025.0,3.5,2025.0
NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,Managua,-86.2734,12.1475,False,4.92352556770889,2025.0,3173.33724815085,2025.0,7007502,2025,1.31234789341176,2025,59.4435892957332,2025,61.39550018,2025.0,,,75.1,2024,2.08132127098376,2025.0,5.04,2025.0,44.2678607744293,2025.0,14.4770158430143,2025.0,6.6,2020.0,2.0,2025.0
NLD,Netherlands,Europe & Central Asia,High income,Amsterdam,4.89095,52.3738,False,1.78463214703797,2025.0,73683.917132794,2025.0,18087633,2025,0.521869714098474,2025,95.9385903481191,2025,97.00679779,2025.0,,,81.9658536585366,2024,3.2595766451366,2025.0,3.874,2025.0,16.7876478737668,2025.0,1.68323077210041,2025.0,0.1,2025.0,,
NOR,Norway,Europe & Central Asia,High income,Oslo,10.7387,59.9138,False,1.08528185031417,2025.0,94594.1929573987,2025.0,5610870,2025,0.690166127329719,2025,83.5705787708326,2025,99.0,2025.0,,,83.1609756097561,2024,3.05562484410077,2025.0,4.637,2025.0,4.87411044255662,2025.0,1.64200398430636,2025.0,0.2,2025.0,,
NPL,Nepal,South Asia,Lower middle income,Kathmandu,85.3157,27.6939,False,4.43073194983359,2025.0,1535.87781246307,2025.0,29618118,2025,-0.111140420150509,2025,66.999424884859,2025,46.32189941,2025.0,,,70.636,2024,2.65334269811436,2025.0,10.465,2025.0,78.5827665110785,2025.0,21.5578137957376,2025.0,2.4,2025.0,3.5,2025.0
NRU,Naoero,East Asia & Pacific,High income,Yaren District,166.920867,-0.5477,False,2.14285714285656,2025.0,14639.5046929186,2025.0,12025,2025,0.650761515673821,2025,100.0,2025,83.01170349,2025.0,,,62.279,2024,,,,,,,,,,,,
NZL,New Zealand,East Asia & Pacific,High income,Wellington,174.776,-41.2865,False,0.462871830681081,2025.0,49591.0405731713,2025.0,5324700,2025,0.653812611006536,2025,83.9978515774731,2025,93.51930237,2025.0,,,82.009756097561,2024,2.8397963180572,2025.0,5.076,2025.0,18.4057925728412,2025.0,,,,,,
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Muscat,58.5874,23.6105,False,2.39787382295398,2025.0,19947.3966227092,2025.0,5494691,2025,3.95650101545376,2025,79.4781383307689,2025,95.25174678,2025.0,,,80.246,2024,0.967741935483928,2025.0,3.251,2025.0,4.96151460932621,2025.0,2.808326710845,2025.0,,,,
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Islamabad,72.8,30.5167,False,3.69842668749033,2025.0,1595.90912252837,2025.0,255219554,2025,1.55994397009632,2025,39.5256010979606,2025,57.253,2025.0,,,67.799,2024,3.54555214890893,2025.0,5.42,2025.0,57.0024730729602,2025.0,23.0212949096389,2025.0,23.0,2025.0,3.5,2025.0
PAN,Panama,Latin America & Caribbean ,High income,Panama City,-79.5188,8.99427,False,4.35030460627731,2025.0,19789.7308555826,2025.0,4571189,2025,1.22403711826792,2025,66.1500999418126,2025,72.77149963,2025.0,,,79.775,2024,-0.189587880235675,2025.0,8.36,2025.0,40.5839377756364,2025.0,2.6182090720364,2025.0,3.1,2025.0,,
PER,Peru,Latin America & Caribbean ,Upper middle income,Lima,-77.0465,-12.0931,False,3.43056395124466,2025.0,9684.41170314988,2025.0,34576665,2025,1.04316532874658,2025,85.5963484845463,2025,81.95705992,2025.0,,,77.941,2024,1.53125450314273,2025.0,5.117,2025.0,51.3474224751048,2025.0,,,5.1,2025.0,,
PHL,Philippines,East Asia & Pacific,Upper middle income,Manila,121.035,14.5515,False,4.40240158710621,2025.0,4170.72347271451,2025.0,116786962,2025,0.810982768568445,2025,55.7732907605332,2025,67.26300914,2025.0,,,69.946,2024,1.6587364525509,2025.0,2.235,2025.0,36.1484483518678,2025.0,8.5917098442669,2025.0,5.3,2025.0,,
PLW,Palau,East Asia & Pacific,High income,Koror,134.479,7.34194,False,6.28637654202731,2025.0,19532.3557719527,2025.0,17663,2025,-0.181005762412027,2025,79.2835934246556,2025,83.92549896,2025.0,,,69.383,2024,-0.418410041841039,2025.0,,,,,,,,,,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Port Moresby,147.194,-9.47357,True,5.63792052319458,2025.0,3019.5309140573,2025.0,10762817,2025,1.74625754996746,2025,15.7797448680276,2025,18.81159973,2025.0,,,66.256,2024,4.42141364166485,2025.0,2.571,2025.0,78.6683589300498,2025.0,,,,,3.0,2025.0
POL,Poland,Europe & Central Asia,High income,Warsaw,21.02,52.26,False,3.5727250346774,2025.0,28419.5777395638,2025.0,36435861,2025,-0.338028518667454,2025,60.0853330309371,2025,88.58496367,2025.0,,,78.409756097561,2024,3.81419531520146,2025.0,2.976,2025.0,18.8896624569839,2025.0,2.45366601523879,2025.0,0.2,2025.0,,
PRI,Puerto Rico (US),Latin America & Caribbean ,High income,San Juan,-66,18.23,False,0.317670046196895,2025.0,40620.1526923687,2025.0,3184835,2025,-0.553782979963777,2025,94.3404836598892,2025,87.29178106,2025.0,,,81.902,2024,,,5.991,2025.0,12.6145261748756,2025.0,0.685792994219519,2025.0,,,,
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Pyongyang,125.754,39.0319,False,,,,,26571036,2025,0.272143344374275,2025,64.1897858311258,2025,,,,,73.743,2024,,,3.545,2025.0,62.0536349292905,2025.0,,,,,,
PRT,Portugal,Europe & Central Asia,High income,Lisbon,-9.13552,38.7072,False,1.86448007464475,2025.0,32081.8106150292,2025.0,10804871,2025,1.02505359028502,2025,61.4953199318985,2025,88.48704454,2025.0,,,82.3829268292683,2024,2.33601620316701,2025.0,6.164,2025.0,14.4327496227269,2025.0,1.96014913476984,2025.0,0.4,2025.0,,
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,Asuncion,-57.6362,-25.3005,False,6.64262511156879,2025.0,7026.61906146401,2025.0,7013078,2025,1.20391081847026,2025,70.3897639855864,2025,81.57806793,2025.0,,,73.982,2024,4.0380642333938,2025.0,4.803,2025.0,41.2527330883415,2025.0,11.641125207277,2025.0,2.1,2025.0,,
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,True,4.34444072337577,2025.0,3171.10844621579,2025.0,5413596,2025,2.32556364928187,2025,87.3818962963393,2025,86.63765334,2025.0,,,69.213,2024,9.80840118100493,2025.0,,,23.8272576037033,2025.0,,,2.1,2025.0,,
PYF,French Polynesia,East Asia & Pacific,High income,Papeete,-149.57,-17.535,False,,,,,282465,2025,0.23322096373719,2025,61.7583766473831,2025,72.7038953132942,2023.0,,,84.192,2024,,,11.662,2025.0,18.2027195690731,2025.0,,,,,,
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Doha,51.5082,25.2948,False,2.90166036660493,2025.0,72524.9066385222,2025.0,2972215,2025,3.92476698437933,2025,99.3593427696312,2025,98.08540344,2025.0,,,82.522,2024,,,0.13,2025.0,0.832181930359672,2025.0,0.30600137388372,2025.0,0.0,2023.0,,
ROU,Romania,Europe & Central Asia,High income,Bucharest,26.0979,44.4479,False,0.677829835052762,2025.0,22537.9532108047,2025.0,19020271,2025,-0.165649007627974,2025,52.1728885041698,2025,91.29048551,2025.0,,,76.4585365853659,2024,7.18903362292063,2025.0,5.992,2025.0,14.4639524470805,2025.0,3.00114031225865,2025.0,0.7,2025.0,,
RUS,Russian Federation,Europe & Central Asia,High income,Moscow,37.6176,55.7558,False,1.00117656925738,2025.0,17546.609375,2025.0,143513328,2025,-0.108864402490546,2025,75.2506636608215,2025,94.36495368,2025.0,,,73.4404878048781,2024,8.71986939402666,2025.0,2.133,2025.0,6.32297462969307,2025.0,3.05735752541339,2025.0,0.1,2025.0,,
RWA,Rwanda,Sub-Saharan Africa ,Low income,Kigali,30.0587,-1.95325,False,9.37579834182446,2025.0,1123.73874633225,2025.0,14569341,2025,2.17017465948949,2025,30.9133840928162,2025,31.70330048,2025.0,,,68.017,2024,5.913000168826,2025.0,11.363,2025.0,40.4485188225029,2025.0,20.3036785808482,2025.0,38.6,2025.0,4.5,2025.0
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Riyadh,46.6977,24.6748,False,4.50246560191663,2025.0,34536.6555456551,2025.0,36973555,2025,4.63120314543082,2025,84.6123121062185,2025,100.0,2025.0,,,78.982,2024,2.08420853585036,2025.0,3.038,2025.0,5.54689646208523,2025.0,2.58995651280475,2025.0,,,,
SDN,Sudan,Sub-Saharan Africa ,Low income,Khartoum,32.5363,15.5932,True,3.06427942935869,2025.0,1164.53991699219,2025.0,51662147,2025,2.3763155422004,2025,34.9349444966605,2025,18.60000038,2023.0,,,66.521,2024,,,,,46.5210513169215,2025.0,29.3570939629694,2025.0,10.1,2020.0,2.0,2025.0
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,Dakar,-17.4734,14.7247,False,6.68227744849194,2025.0,1954.71174194867,2025.0,18931966,2025,2.29738465638923,2025,55.7672494455246,2025,60.11780167,2025.0,,,68.924,2024,1.45900719841385,2025.0,2.735,2025.0,64.321003863995,2025.0,17.0838912567949,2025.0,17.9,2025.0,3.5,2025.0
SGP,Singapore,East Asia & Pacific,High income,Singapore,103.85,1.28941,False,5.02588199508003,2025.0,98813.9788172877,2025.0,6111175,2025,1.22350531679895,2025,100.0,2025,94.37757178,2025.0,,,83.3463414634146,2024,0.902998495002676,2025.0,2.818,2025.0,12.6918308652273,2025.0,0.0246222685620747,2025.0,,,,
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,Honiara,159.949,-9.42676,False,3.61715088072386,2025.0,2086.18955928928,2025.0,838645,2025,2.34616812843002,2025,31.3093190325418,2025,29.04070091,2025.0,,,70.694,2024,3.36462189317825,2025.0,1.431,2025.0,69.9438113291199,2025.0,,,,,3.0,2025.0
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,Freetown,-13.2134,8.4821,False,4.60865077581276,2025.0,846.296172499617,2025.0,8819794,2025,2.03619305233604,2025,45.9267781356681,2025,25.10499954,2025.0,,,61.964,2024,7.48750166612986,2025.0,3.15,2025.0,88.8077133885281,2025.0,29.5399786679525,2025.0,41.5,2024.0,2.5,2025.0
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,San Salvador,-89.2073,13.7034,False,3.90594189242583,2025.0,5766.72574029107,2025.0,6365503,2025,0.429954275845337,2025,75.5237123209951,2025,66.47769928,2025.0,,,72.302,2024,0.257570528307203,2025.0,3.303,2025.0,35.6649126345318,2025.0,4.40281452790678,2025.0,4.6,2025.0,,
SMR,San Marino,Europe & Central Asia,High income,San Marino,12.4486,43.9322,False,,,,,34109,2025,0.387745396648668,2025,97.1870254171573,2025,97.35220337,2025.0,,,85.817,2024,2.29519525025037,2025.0,,,,,,,,,,
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,Mogadishu,45.3254,2.07515,True,2.99114404482197,2025.0,661.173877723116,2025.0,19654739,2025,3.3397984923678,2025,55.1399062872976,2025,27.94020081,2025.0,,,58.967,2024,,,18.948,2025.0,52.1791513808903,2025.0,,,,,2.0,2025.0
SRB,Serbia,Europe & Central Asia,Upper middle income,Belgrade,20.4656,44.8024,False,2.03039196235113,2025.0,15262.0464193413,2025.0,6549143,2025,-0.56842544719633,2025,62.6379872799333,2025,87.69071294,2025.0,,,75.9682926829268,2024,3.8903678606001,2025.0,7.123,2025.0,27.0198403477965,2025.0,3.28500130429995,2025.0,1.1,2025.0,,
SSD,South Sudan,Sub-Saharan Africa ,Low income,Juba,31.6,4.85,True,,,,,12188788,2025,2.0337018417734,2025,21.6843599017401,2025,6.671000004,2025.0,,,57.738,2024,,,,,82.5463408529652,2025.0,,,76.5,2022.0,1.5,2025.0
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,Sao Tome,6.6071,0.20618,False,1.02847453097097,2025.0,4084.40062145233,2025.0,240254,2025,1.98329290197673,2025,69.1721865415984,2025,59.11759949,2025.0,,,69.905,2024,11.0474362281814,2025.0,9.132,2025.0,43.9915913654619,2025.0,12.1902347368193,2025.0,13.0,2023.0,3.0,2025.0
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Paramaribo,-55.1679,5.8232,False,1.79169153226913,2025.0,7069.87230892274,2025.0,639850,2025,0.850523968746845,2025,65.7886836406706,2025,87.4,2025.0,,,73.757,2024,9.2054681878919,2025.0,7.834,2025.0,22.4753569861256,2025.0,,,2.2,2025.0,2.5,2025.0
SVK,Slovak Republic,Europe & Central Asia,High income,Bratislava,17.1073,48.1484,False,0.807418690144758,2025.0,28543.6653439813,2025.0,5413813,2025,-0.152382641257418,2025,53.1940341971169,2025,89.82507032,2025.0,,,78.3707317073171,2024,4.00042823495829,2025.0,5.359,2025.0,14.872808947277,2025.0,1.59299327980239,2025.0,0.5,2025.0,,
SVN,Slovenia,Europe & Central Asia,High income,Ljubljana,14.5044,46.0546,False,1.05992996255246,2025.0,37376.2216079138,2025.0,2130986,2025,0.168420657387838,2025,55.9906997845822,2025,90.76355487,2025.0,,,82.2853658536585,2024,2.37284807226549,2025.0,3.175,2025.0,13.955716931639,2025.0,1.63415417451495,2025.0,0.0,2025.0,,
SWE,Sweden,Europe & Central Asia,High income,Stockholm,18.0645,59.3327,False,1.54316373266217,2025.0,63133.2126736715,2025.0,10596620,2025,0.254281358853672,2025,89.0778677789555,2025,95.76629783,2025.0,,,84.0634146341463,2024,0.679869285243995,2025.0,8.694,2025.0,10.2371185516351,2025.0,1.50330918888001,2025.0,0.8,2025.0,,
SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,Mbabane,31.4659,-26.5225,False,4.1939175580556,2025.0,4108.25221093363,2025.0,1256174,2025,1.06859931393766,2025,26.7213709706525,2025,63.40309906,2025.0,,,64.264,2024,,,34.202,2025.0,30.2156928449234,2025.0,6.40805505607032,2025.0,44.5,2022.0,3.5,2025.0
SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Philipsburg,,,False,3.40000000000001,2025.0,42978.1317407037,2025.0,43923,2025,1.3131397652904,2025,100.0,2025,,,,,76.528,2024,,,,,,,,,,,,
SYC,Seychelles,Sub-Saharan Africa ,High income,Victoria,55.4466,-4.6309,False,5.79795669973812,2025.0,19449.3836346926,2025.0,122730,2025,1.12749264749076,2025,45.4828390704609,2025,87.81800079,2025.0,,,76.2951219512195,2024,0.297589655467556,2025.0,,,,,2.60597439544808,2025.0,0.7,2024.0,,
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,Damascus,36.3119,33.5146,True,,,,,25620427,2025,3.76901619394327,2025,72.0836286208518,2025,33.77000046,2024.0,,,72.56,2024,,,13.569,2025.0,42.4366469534473,2025.0,,,18.0,2025.0,1.5,2025.0
TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,Grand Turk,-71.141389,21.4602778,False,,,,,46855,2025,0.685300893811321,2025,94.3959450720822,2025,,,,,78.181,2024,,,,,,,,,,,,
TCD,Chad,Sub-Saharan Africa ,Low income,N'Djamena,15.0445,12.1048,True,5.58988021765651,2025.0,1022.33559390754,2025.0,21003705,2025,3.41211675890953,2025,27.5658786336865,2025,12.62689972,2025.0,,,55.238,2024,-3.9119812440659,2025.0,1.057,2025.0,91.5610659485398,2025.0,36.3366564080775,2025.0,39.5,2025.0,2.5,2025.0
TGO,Togo,Sub-Saharan Africa ,Lower middle income,Lome,1.2255,6.1228,False,6.31032671625633,2025.0,1383.89974929887,2025.0,8591626,2025,2.17758924189303,2025,44.3949892074399,2025,39.48320007,2025.0,,,62.935,2024,0.433183451279109,2025.0,1.995,2025.0,76.6222547186887,2025.0,20.3258949863422,2025.0,34.7,2025.0,4.0,2025.0
THA,Thailand,East Asia & Pacific,Upper middle income,Bangkok,100.521,13.7308,False,2.44247444990198,2025.0,8056.56359761558,2025.0,71619863,2025,-0.0672045728198196,2025,62.7993377136296,2025,90.86718789,2025.0,,,76.564,2024,-0.133634356480207,2025.0,0.781,2025.0,50.6978613523784,2025.0,8.7468928716046,2025.0,0.0,2025.0,,
TJK,Tajikistan,Europe & Central Asia,Lower middle income,Dushanbe,68.7864,38.5878,False,8.40000053390075,2025.0,1637.2542942547,2025.0,10786734,2025,1.83193545840317,2025,26.16476270853,2025,55.79339981,2025.0,,,71.927,2024,,,6.931,2025.0,31.261273361855,2025.0,,,6.1,2025.0,3.0,2025.0
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,Ashgabat,58.3794,37.9509,False,6.30000003697894,2025.0,6540.17876401136,2025.0,7618847,2025,1.64558945876185,2025,47.1053608253747,2025,17.99029922,2022.0,,,70.201,2024,,,4.267,2025.0,32.0265975785979,2025.0,12.3560088049428,2025.0,,,,
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Dili,125.567,-8.56667,True,6.97538939119629,2025.0,1340.9640193437,2025.0,1418517,2025,1.26841125849065,2025,28.7864318960935,2025,35.04199982,2025.0,,,67.904,2024,0.428322848346937,2025.0,1.592,2025.0,74.8594025588175,2025.0,,,44.0,2020.0,2.5,2025.0
TON,Tonga,East Asia & Pacific,Upper middle income,Nuku'alofa,-175.216,-21.136,False,2.79999999999998,2025.0,6547.18646814228,2025.0,103742,2025,-0.416512960445247,2025,21.1561406217448,2025,67.4417038,2025.0,,,73.07,2024,5.59276642101027,2025.0,2.008,2025.0,41.7898218675083,2025.0,,,0.4,2025.0,3.0,2025.0
TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,Port-of-Spain,-61.4789,10.6596,False,-0.787768572727643,2025.0,18967.2704636681,2025.0,1367764,2025,-0.0415920932776015,2025,53.9696087417106,2025,82.15989685,2025.0,,,73.617,2024,0.994489987904821,2025.0,3.329,2025.0,25.7202580200267,2025.0,,,,,,
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Tunis,10.21,36.7899,False,2.49311010666248,2025.0,4656.63818386852,2025.0,12348573,2025,0.580403828948731,2025,70.7029326009864,2025,76.5,2025.0,,,76.711,2024,5.15100197572676,2025.0,15.108,2025.0,24.942996504448,2025.0,10.2934775669857,2025.0,0.7,2025.0,,
TUR,Turkiye,Europe & Central Asia,Upper middle income,Ankara,32.3606,39.7153,False,3.60462514082589,2025.0,18599.4420922378,2025.0,85878556,2025,0.419954927193433,2025,89.494060002186,2025,89.77024003,2025.0,,,77.421,2024,34.8811629820306,2025.0,8.52,2025.0,28.5488317037487,2025.0,5.20951196750004,2025.0,0.2,2025.0,,
TUV,Tuvalu,East Asia & Pacific,Upper middle income,Funafuti,179.089567,-8.6314877,True,1.63934426229508,2025.0,6041.44908591428,2025.0,9492,2025,-1.6093983073263,2025,65.4480709525093,2025,35.20000076,2023.0,,,67.259,2024,,,,,,,,,,,2.5,2025.0
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,Dodoma,35.7382,-6.17486,False,5.85286828692739,2025.0,1318.81921386719,2025.0,70545865,2025,2.85515014149945,2025,36.8833115936643,2025,31.16209984,2025.0,,,67.212,2024,3.32697361316105,2025.0,1.572,2025.0,85.342074860906,2025.0,22.9094775894812,2025.0,51.3,2024.0,3.0,2025.0
UGA,Uganda,Sub-Saharan Africa ,Low income,Kampala,32.5729,0.314269,False,6.33181157677313,2025.0,1206.30450825002,2025.0,51384894,2025,2.70194383324801,2025,31.9399557536617,2025,8.949831061,2025.0,,,68.487,2024,3.58082784438067,2025.0,2.746,2025.0,80.5261312572744,2025.0,26.1325416269988,2025.0,59.8,2025.0,3.0,2025.0
UKR,Ukraine,Europe & Central Asia,Upper middle income,Kiev,30.5038,50.4536,True,1.82152376756284,2025.0,5865.884765625,2025.0,38980376,2025,2.91573569457478,2025,69.5954924645764,2025,82.47489929,2025.0,,,74.692,2024,12.7303341026903,2025.0,,,21.0048399281382,2025.0,7.57270528442222,2025.0,0.0,2025.0,,
URY,Uruguay,Latin America & Caribbean ,High income,Montevideo,-56.0675,-34.8941,False,1.78471117082752,2025.0,25215.8238152781,2025.0,3384688,2025,-0.0561194093953689,2025,95.6537192104085,2025,91.99109007,2025.0,,,78.287,2024,4.65032720433324,2025.0,7.516,2025.0,27.9675456778061,2025.0,6.3800077320062,2025.0,0.2,2025.0,,
USA,United States,North America,High income,Washington D.C.,-77.032,38.8895,False,2.16138195623856,2025.0,90026.5163005744,2025.0,341784857,2025,0.522468081877868,2025,80.1921733027869,2025,94.69380188,2025.0,,,78.890243902439,2024,,,4.198,2025.0,6.07375577308702,2025.0,,,1.1,2025.0,,
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Tashkent,69.269,41.3052,False,7.69962477932913,2025.0,3968.2720079072,2025.0,37053428,2025,1.88404754637167,2025,51.0173495084299,2025,89.50550079,2025.0,,,72.528,2024,8.79638847052461,2025.0,4.622,2025.0,45.4358227356809,2025.0,16.5595763193311,2025.0,2.3,2025.0,3.5,2025.0
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Kingstown,-61.2653,13.2035,False,3.3921670546227,2025.0,12561.769166789,2025.0,99924,2025,-0.690139370317183,2025,47.9810480381821,2025,76.19010162,2025.0,,,71.382,2024,0.815322893749171,2025.0,18.003,2025.0,25.6729436885265,2025.0,3.43660558850432,2025.0,,,3.5,2025.0
VEN,"Venezuela, RB",Latin America & Caribbean ,Lower middle income,Caracas,-69.8371,9.08165,True,1.57068062827224,2025.0,3494.8138870244,2025.0,28516896,2025,0.39124515392802,2025,89.3219112298988,2025,76.67890167,2025.0,,,72.673,2024,,,5.307,2025.0,40.4205546670537,2025.0,,,,,,
VGB,British Virgin Islands,Latin America & Caribbean ,High income,Road Town,-64.623056,18.431389,False,,,,,39732,2025,0.659068330129875,2025,57.3951909813643,2025,77.7042682926829,2023.0,,,77.431,2024,,,,,,,,,,,,
VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Charlotte Amalie,-64.8963,18.3358,False,,,,,103792,2025,-0.562044819338406,2025,95.388579075538,2025,64.3774942980087,2023.0,,,80.7707317073171,2024,,,11.443,2025.0,9.07048913846609,2025.0,,,,,,
VNM,Viet Nam,East Asia & Pacific,Upper middle income,Hanoi,105.825,21.0069,False,8.01882998978245,2025.0,5065.99091899299,2025.0,101598527,2025,0.603044839155161,2025,38.8299160351294,2025,84.15,2025.0,,,74.736,2024,3.3099931421974,2025.0,1.523,2025.0,53.346789010947,2025.0,11.6440301326976,2025.0,1.6,2025.0,3.5,2021.0
